fpr,tpr
0.11194,0.96013
0.11201,0.96013
0.11208,0.96013
0.11215,0.96013
0.11222,0.96013
0.11229,0.96013
0.11235,0.96013
0.11242,0.96013
0.11249,0.96013
0.11256,0.96013
0.11263,0.96013
0.11269,0.96013
0.11276,0.96013
0.11283,0.96013
0.11290,0.96013
0.11297,0.96013
0.11304,0.96013
0.11310,0.96013
0.11317,0.96013
0.11324,0.96013
0.11331,0.96013
0.11338,0.96013
0.11344,0.96013
0.11351,0.96013
0.11358,0.96013
0.11365,0.96013
0.11372,0.96013
0.11379,0.96013
0.11385,0.96013
0.11392,0.96013
0.11399,0.96013
0.11406,0.96013
0.11413,0.96013
0.11419,0.96013
0.11426,0.96013
0.11433,0.96013
0.11440,0.96013
0.11447,0.96013
0.11454,0.96013
0.11460,0.96013
0.11467,0.96013
0.11474,0.96013
0.11481,0.96013
0.11488,0.96013
0.11494,0.96013
0.11501,0.96013
0.11508,0.96013
0.11515,0.96013
0.11522,0.96013
0.11528,0.96013
0.11535,0.96013
0.11542,0.96013
0.11549,0.96013
0.11556,0.96013
0.11563,0.96013
0.11569,0.96013
0.11576,0.96013
0.11583,0.96013
0.11590,0.96013
0.11597,0.96013
0.11603,0.96013
0.11610,0.96013
0.11617,0.96013
0.11624,0.96013
0.11624,0.96096
0.11631,0.96096
0.11638,0.96096
0.11644,0.96096
0.11651,0.96096
0.11658,0.96096
0.11665,0.96096
0.11672,0.96096
0.11678,0.96096
0.11678,0.96179
0.11685,0.96179
0.11692,0.96179
0.11699,0.96179
0.11706,0.96179
0.11713,0.96179
0.11719,0.96179
0.11726,0.96179
0.11733,0.96179
0.11740,0.96179
0.11747,0.96179
0.11753,0.96179
0.11760,0.96179
0.11767,0.96179
0.11774,0.96179
0.11781,0.96179
0.11788,0.96179
0.11794,0.96179
0.11801,0.96179
0.11808,0.96179
0.11815,0.96179
0.11822,0.96179
0.11828,0.96179
0.11835,0.96179
0.11842,0.96179
0.11849,0.96179
0.11856,0.96179
0.11863,0.96179
0.11869,0.96179
0.11876,0.96179
0.11883,0.96179
0.11890,0.96179
0.11897,0.96179
0.11903,0.96179
0.11910,0.96179
0.11917,0.96179
0.11924,0.96179
0.11931,0.96179
0.11938,0.96179
0.11944,0.96179
0.11944,0.96262
0.11944,0.96346
0.11951,0.96346
0.11958,0.96346
0.11958,0.96429
0.11965,0.96429
0.11972,0.96429
0.11978,0.96429
0.11985,0.96429
0.11992,0.96429
0.11999,0.96429
0.12006,0.96429
0.12013,0.96429
0.12019,0.96429
0.12026,0.96429
0.12026,0.96512
0.12033,0.96512
0.12040,0.96512
0.12047,0.96512
0.12053,0.96512
0.12060,0.96512
0.12067,0.96512
0.12067,0.96595
0.12074,0.96595
0.12081,0.96595
0.12088,0.96595
0.12094,0.96595
0.12101,0.96595
0.12108,0.96595
0.12115,0.96595
0.12122,0.96595
0.12128,0.96595
0.12135,0.96595
0.12142,0.96595
0.12149,0.96595
0.12156,0.96595
0.12163,0.96595
0.12169,0.96595
0.12176,0.96595
0.12183,0.96595
0.12190,0.96595
0.12197,0.96595
0.12203,0.96595
0.12210,0.96595
0.12217,0.96595
0.12224,0.96595
0.12231,0.96595
0.12238,0.96595
0.12244,0.96595
0.12251,0.96595
0.12258,0.96595
0.12265,0.96595
0.12272,0.96595
0.12278,0.96595
0.12285,0.96595
0.12292,0.96595
0.12299,0.96595
0.12306,0.96595
0.12313,0.96595
0.12319,0.96595
0.12326,0.96595
0.12333,0.96595
0.12340,0.96595
0.12347,0.96595
0.12353,0.96595
0.12360,0.96595
0.12367,0.96595
0.12374,0.96595
0.12381,0.96595
0.12388,0.96595
0.12394,0.96595
0.12401,0.96595
0.12408,0.96595
0.12408,0.96678
0.12415,0.96678
0.12422,0.96678
0.12428,0.96678
0.12435,0.96678
0.12442,0.96678
0.12449,0.96678
0.12456,0.96678
0.12463,0.96678
0.12469,0.96678
0.12476,0.96678
0.12483,0.96678
0.12490,0.96678
0.12497,0.96678
0.12503,0.96678
0.12510,0.96678
0.12517,0.96678
0.12524,0.96678
0.12531,0.96678
0.12537,0.96678
0.12544,0.96678
0.12551,0.96678
0.12558,0.96678
0.12565,0.96678
0.12572,0.96678
0.12578,0.96678
0.12578,0.96761
0.12585,0.96761
0.12592,0.96761
0.12599,0.96761
0.12606,0.96761
0.12612,0.96761
0.12619,0.96761
0.12626,0.96761
0.12633,0.96761
0.12640,0.96761
0.12647,0.96761
0.12653,0.96761
0.12660,0.96761
0.12667,0.96761
0.12674,0.96761
0.12681,0.96761
0.12687,0.96761
0.12694,0.96761
0.12701,0.96761
0.12708,0.96761
0.12715,0.96761
0.12722,0.96761
0.12728,0.96761
0.12735,0.96761
0.12742,0.96761
0.12749,0.96761
0.12756,0.96761
0.12762,0.96761
0.12769,0.96761
0.12776,0.96761
0.12783,0.96761
0.12790,0.96761
0.12797,0.96761
0.12803,0.96761
0.12810,0.96761
0.12817,0.96761
0.12824,0.96761
0.12831,0.96761
0.12837,0.96761
0.12844,0.96761
0.12851,0.96761
0.12858,0.96761
0.12865,0.96761
0.12872,0.96761
0.12878,0.96761
0.12885,0.96761
0.12892,0.96761
0.12899,0.96761
0.12906,0.96761
0.12912,0.96761
0.12919,0.96761
0.12926,0.96761
0.12933,0.96761
0.12940,0.96761
0.12947,0.96761
0.12953,0.96761
0.12960,0.96761
0.12967,0.96761
0.12974,0.96761
0.12981,0.96761
0.12981,0.96844
0.12987,0.96844
0.12994,0.96844
0.13001,0.96844
0.13008,0.96844
0.13015,0.96844
0.13022,0.96844
0.13028,0.96844
0.13035,0.96844
0.13042,0.96844
0.13049,0.96844
0.13056,0.96844
0.13062,0.96844
0.13069,0.96844
0.13076,0.96844
0.13083,0.96844
0.13090,0.96844
0.13097,0.96844
0.13103,0.96844
0.13110,0.96844
0.13117,0.96844
0.13124,0.96844
0.13131,0.96844
0.13137,0.96844
0.13144,0.96844
0.13151,0.96844
0.13158,0.96844
0.13165,0.96844
0.13172,0.96844
0.13178,0.96844
0.13185,0.96844
0.13192,0.96844
0.13199,0.96844
0.13206,0.96844
0.13212,0.96844
0.13219,0.96844
0.13226,0.96844
0.13226,0.96927
0.13233,0.96927
0.13240,0.96927
0.13247,0.96927
0.13253,0.96927
0.13260,0.96927
0.13267,0.96927
0.13274,0.96927
0.13281,0.96927
0.13287,0.96927
0.13294,0.96927
0.13301,0.96927
0.13308,0.96927
0.13315,0.96927
0.13322,0.96927
0.13328,0.96927
0.13335,0.96927
0.13342,0.96927
0.13349,0.96927
0.13356,0.96927
0.13362,0.96927
0.13369,0.96927
0.13376,0.96927
0.13383,0.96927
0.13390,0.96927
0.13397,0.96927
0.13403,0.96927
0.13410,0.96927
0.13417,0.96927
0.13424,0.96927
0.13431,0.96927
0.13437,0.96927
0.13444,0.96927
0.13451,0.96927
0.13458,0.96927
0.13465,0.96927
0.13472,0.96927
0.13478,0.96927
0.13485,0.96927
0.13492,0.96927
0.13499,0.96927
0.13506,0.96927
0.13512,0.96927
0.13519,0.96927
0.13526,0.96927
0.13533,0.96927
0.13540,0.96927
0.13546,0.96927
0.13553,0.96927
0.13560,0.96927
0.13567,0.96927
0.13574,0.96927
0.13581,0.96927
0.13587,0.96927
0.13594,0.96927
0.13601,0.96927
0.13608,0.96927
0.13615,0.96927
0.13621,0.96927
0.13628,0.96927
0.13635,0.96927
0.13642,0.96927
0.13649,0.96927
0.13656,0.96927
0.13662,0.96927
0.13669,0.96927
0.13676,0.96927
0.13683,0.96927
0.13690,0.96927
0.13696,0.96927
0.13703,0.96927
0.13710,0.96927
0.13717,0.96927
0.13724,0.96927
0.13731,0.96927
0.13737,0.96927
0.13744,0.96927
0.13751,0.96927
0.13758,0.96927
0.13765,0.96927
0.13771,0.96927
0.13778,0.96927
0.13785,0.96927
0.13792,0.96927
0.13799,0.96927
0.13806,0.96927
0.13812,0.96927
0.13819,0.96927
0.13826,0.96927
0.13833,0.96927
0.13840,0.96927
0.13840,0.97010
0.13846,0.97010
0.13853,0.97010
0.13860,0.97010
0.13867,0.97010
0.13874,0.97010
0.13881,0.97010
0.13887,0.97010
0.13894,0.97010
0.13901,0.97010
0.13908,0.97010
0.13915,0.97010
0.13921,0.97010
0.13928,0.97010
0.13935,0.97010
0.13942,0.97010
0.13949,0.97010
0.13956,0.97010
0.13962,0.97010
0.13969,0.97010
0.13976,0.97010
0.13983,0.97010
0.13990,0.97010
0.13996,0.97010
0.14003,0.97010
0.14010,0.97010
0.14017,0.97010
0.14024,0.97010
0.14031,0.97010
0.14037,0.97010
0.14044,0.97010
0.14051,0.97010
0.14058,0.97010
0.14065,0.97010
0.14071,0.97010
0.14078,0.97010
0.14085,0.97010
0.14092,0.97010
0.14099,0.97010
0.14106,0.97010
0.14112,0.97010
0.14119,0.97010
0.14126,0.97010
0.14133,0.97010
0.14140,0.97010
0.14146,0.97010
0.14153,0.97010
0.14160,0.97010
0.14167,0.97010
0.14174,0.97010
0.14174,0.97093
0.14181,0.97093
0.14187,0.97093
0.14194,0.97093
0.14201,0.97093
0.14208,0.97093
0.14215,0.97093
0.14221,0.97093
0.14228,0.97093
0.14235,0.97093
0.14242,0.97093
0.14249,0.97093
0.14256,0.97093
0.14262,0.97093
0.14269,0.97093
0.14276,0.97093
0.14283,0.97093
0.14290,0.97093
0.14296,0.97093
0.14303,0.97093
0.14310,0.97093
0.14317,0.97093
0.14324,0.97093
0.14331,0.97093
0.14337,0.97093
0.14344,0.97093
0.14351,0.97093
0.14358,0.97093
0.14365,0.97093
0.14371,0.97093
0.14378,0.97093
0.14385,0.97093
0.14392,0.97093
0.14399,0.97093
0.14406,0.97093
0.14412,0.97093
0.14419,0.97093
0.14426,0.97093
0.14433,0.97093
0.14440,0.97093
0.14446,0.97093
0.14453,0.97093
0.14453,0.97176
0.14460,0.97176
0.14467,0.97176
0.14474,0.97176
0.14481,0.97176
0.14487,0.97176
0.14494,0.97176
0.14501,0.97176
0.14508,0.97176
0.14515,0.97176
0.14521,0.97176
0.14528,0.97176
0.14535,0.97176
0.14542,0.97176
0.14549,0.97176
0.14555,0.97176
0.14562,0.97176
0.14569,0.97176
0.14576,0.97176
0.14583,0.97176
0.14590,0.97176
0.14596,0.97176
0.14603,0.97176
0.14603,0.97259
0.14610,0.97259
0.14617,0.97259
0.14624,0.97259
0.14630,0.97259
0.14637,0.97259
0.14644,0.97259
0.14651,0.97259
0.14658,0.97259
0.14665,0.97259
0.14671,0.97259
0.14678,0.97259
0.14685,0.97259
0.14692,0.97259
0.14699,0.97259
0.14705,0.97259
0.14712,0.97259
0.14719,0.97259
0.14726,0.97259
0.14733,0.97259
0.14740,0.97259
0.14746,0.97259
0.14753,0.97259
0.14760,0.97259
0.14767,0.97259
0.14774,0.97259
0.14780,0.97259
0.14787,0.97259
0.14794,0.97259
0.14801,0.97259
0.14808,0.97259
0.14815,0.97259
0.14821,0.97259
0.14828,0.97259
0.14835,0.97259
0.14842,0.97259
0.14849,0.97259
0.14855,0.97259
0.14862,0.97259
0.14869,0.97259
0.14876,0.97259
0.14883,0.97259
0.14890,0.97259
0.14896,0.97259
0.14903,0.97259
0.14910,0.97259
0.14917,0.97259
0.14924,0.97259
0.14930,0.97259
0.14937,0.97259
0.14944,0.97259
0.14951,0.97259
0.14958,0.97259
0.14965,0.97259
0.14971,0.97259
0.14971,0.97342
0.14978,0.97342
0.14985,0.97342
0.14992,0.97342
0.14999,0.97342
0.15005,0.97342
0.15012,0.97342
0.15019,0.97342
0.15026,0.97342
0.15033,0.97342
0.15040,0.97342
0.15046,0.97342
0.15053,0.97342
0.15060,0.97342
0.15067,0.97342
0.15074,0.97342
0.15080,0.97342
0.15087,0.97342
0.15094,0.97342
0.15101,0.97342
0.15108,0.97342
0.15115,0.97342
0.15121,0.97342
0.15128,0.97342
0.15135,0.97342
0.15142,0.97342
0.15149,0.97342
0.15155,0.97342
0.15162,0.97342
0.15169,0.97342
0.15176,0.97342
0.15183,0.97342
0.15190,0.97342
0.15196,0.97342
0.15203,0.97342
0.15210,0.97342
0.15217,0.97342
0.15224,0.97342
0.15230,0.97342
0.15237,0.97342
0.15244,0.97342
0.15251,0.97342
0.15258,0.97342
0.15265,0.97342
0.15271,0.97342
0.15278,0.97342
0.15285,0.97342
0.15292,0.97342
0.15299,0.97342
0.15305,0.97342
0.15312,0.97342
0.15319,0.97342
0.15326,0.97342
0.15333,0.97342
0.15340,0.97342
0.15346,0.97342
0.15353,0.97342
0.15360,0.97342
0.15367,0.97342
0.15374,0.97342
0.15380,0.97342
0.15387,0.97342
0.15394,0.97342
0.15401,0.97342
0.15408,0.97342
0.15415,0.97342
0.15421,0.97342
0.15428,0.97342
0.15435,0.97342
0.15442,0.97342
0.15449,0.97342
0.15455,0.97342
0.15462,0.97342
0.15469,0.97342
0.15476,0.97342
0.15483,0.97342
0.15490,0.97342
0.15496,0.97342
0.15503,0.97342
0.15510,0.97342
0.15517,0.97342
0.15524,0.97342
0.15530,0.97342
0.15537,0.97342
0.15544,0.97342
0.15551,0.97342
0.15558,0.97342
0.15564,0.97342
0.15571,0.97342
0.15578,0.97342
0.15585,0.97342
0.15592,0.97342
0.15599,0.97342
0.15605,0.97342
0.15612,0.97342
0.15619,0.97342
0.15626,0.97342
0.15633,0.97342
0.15639,0.97342
0.15646,0.97342
0.15653,0.97342
0.15660,0.97342
0.15667,0.97342
0.15674,0.97342
0.15680,0.97342
0.15687,0.97342
0.15694,0.97342
0.15701,0.97342
0.15708,0.97342
0.15714,0.97342
0.15721,0.97342
0.15728,0.97342
0.15735,0.97342
0.15742,0.97342
0.15749,0.97342
0.15755,0.97342
0.15762,0.97342
0.15769,0.97342
0.15776,0.97342
0.15783,0.97342
0.15789,0.97342
0.15796,0.97342
0.15803,0.97342
0.15810,0.97342
0.15817,0.97342
0.15824,0.97342
0.15830,0.97342
0.15837,0.97342
0.15844,0.97342
0.15851,0.97342
0.15858,0.97342
0.15864,0.97342
0.15871,0.97342
0.15878,0.97342
0.15885,0.97342
0.15892,0.97342
0.15899,0.97342
0.15905,0.97342
0.15912,0.97342
0.15919,0.97342
0.15926,0.97342
0.15933,0.97342
0.15939,0.97342
0.15946,0.97342
0.15953,0.97342
0.15960,0.97342
0.15967,0.97342
0.15974,0.97342
0.15980,0.97342
0.15987,0.97342
0.15994,0.97342
0.16001,0.97342
0.16008,0.97342
0.16014,0.97342
0.16021,0.97342
0.16028,0.97342
0.16035,0.97342
0.16042,0.97342
0.16049,0.97342
0.16055,0.97342
0.16062,0.97342
0.16069,0.97342
0.16076,0.97342
0.16083,0.97342
0.16089,0.97342
0.16096,0.97342
0.16103,0.97342
0.16110,0.97342
0.16117,0.97342
0.16124,0.97342
0.16130,0.97342
0.16137,0.97342
0.16144,0.97342
0.16151,0.97342
0.16158,0.97342
0.16164,0.97342
0.16171,0.97342
0.16178,0.97342
0.16185,0.97342
0.16192,0.97342
0.16199,0.97342
0.16205,0.97342
0.16212,0.97342
0.16219,0.97342
0.16226,0.97342
0.16233,0.97342
0.16239,0.97342
0.16246,0.97342
0.16253,0.97342
0.16260,0.97342
0.16267,0.97342
0.16267,0.97425
0.16274,0.97425
0.16280,0.97425
0.16287,0.97425
0.16294,0.97425
0.16301,0.97425
0.16308,0.97425
0.16314,0.97425
0.16321,0.97425
0.16328,0.97425
0.16335,0.97425
0.16342,0.97425
0.16349,0.97425
0.16355,0.97425
0.16362,0.97425
0.16369,0.97425
0.16376,0.97425
0.16383,0.97425
0.16389,0.97425
0.16396,0.97425
0.16403,0.97425
0.16410,0.97425
0.16417,0.97425
0.16424,0.97425
0.16430,0.97425
0.16437,0.97425
0.16444,0.97425
0.16451,0.97425
0.16458,0.97425
0.16464,0.97425
0.16471,0.97425
0.16478,0.97425
0.16485,0.97425
0.16492,0.97425
0.16499,0.97425
0.16505,0.97425
0.16512,0.97425
0.16519,0.97425
0.16526,0.97425
0.16533,0.97425
0.16539,0.97425
0.16546,0.97425
0.16553,0.97425
0.16560,0.97425
0.16567,0.97425
0.16573,0.97425
0.16580,0.97425
0.16587,0.97425
0.16594,0.97425
0.16601,0.97425
0.16608,0.97425
0.16614,0.97425
0.16621,0.97425
0.16628,0.97425
0.16635,0.97425
0.16642,0.97425
0.16648,0.97425
0.16655,0.97425
0.16662,0.97425
0.16669,0.97425
0.16676,0.97425
0.16683,0.97425
0.16689,0.97425
0.16696,0.97425
0.16703,0.97425
0.16710,0.97425
0.16717,0.97425
0.16723,0.97425
0.16730,0.97425
0.16737,0.97425
0.16744,0.97425
0.16751,0.97425
0.16758,0.97425
0.16764,0.97425
0.16771,0.97425
0.16778,0.97425
0.16785,0.97425
0.16792,0.97425
0.16798,0.97425
0.16805,0.97425
0.16812,0.97425
0.16819,0.97425
0.16826,0.97425
0.16833,0.97425
0.16839,0.97425
0.16846,0.97425
0.16853,0.97425
0.16860,0.97425
0.16867,0.97425
0.16873,0.97425
0.16880,0.97425
0.16887,0.97425
0.16894,0.97425
0.16901,0.97425
0.16908,0.97425
0.16914,0.97425
0.16921,0.97425
0.16921,0.97508
0.16928,0.97508
0.16935,0.97508
0.16942,0.97508
0.16948,0.97508
0.16955,0.97508
0.16962,0.97508
0.16969,0.97508
0.16976,0.97508
0.16983,0.97508
0.16989,0.97508
0.16996,0.97508
0.17003,0.97508
0.17010,0.97508
0.17017,0.97508
0.17023,0.97508
0.17030,0.97508
0.17037,0.97508
0.17044,0.97508
0.17051,0.97508
0.17058,0.97508
0.17064,0.97508
0.17071,0.97508
0.17078,0.97508
0.17085,0.97508
0.17092,0.97508
0.17098,0.97508
0.17105,0.97508
0.17112,0.97508
0.17119,0.97508
0.17126,0.97508
0.17133,0.97508
0.17139,0.97508
0.17146,0.97508
0.17153,0.97508
0.17160,0.97508
0.17167,0.97508
0.17173,0.97508
0.17180,0.97508
0.17187,0.97508
0.17194,0.97508
0.17201,0.97508
0.17208,0.97508
0.17214,0.97508
0.17221,0.97508
0.17228,0.97508
0.17235,0.97508
0.17242,0.97508
0.17248,0.97508
0.17255,0.97508
0.17262,0.97508
0.17269,0.97508
0.17276,0.97508
0.17283,0.97508
0.17289,0.97508
0.17296,0.97508
0.17303,0.97508
0.17310,0.97508
0.17317,0.97508
0.17323,0.97508
0.17330,0.97508
0.17337,0.97508
0.17344,0.97508
0.17351,0.97508
0.17358,0.97508
0.17364,0.97508
0.17371,0.97508
0.17378,0.97508
0.17385,0.97508
0.17392,0.97508
0.17398,0.97508
0.17405,0.97508
0.17412,0.97508
0.17419,0.97508
0.17426,0.97508
0.17433,0.97508
0.17439,0.97508
0.17446,0.97508
0.17453,0.97508
0.17460,0.97508
0.17467,0.97508
0.17473,0.97508
0.17480,0.97508
0.17487,0.97508
0.17494,0.97508
0.17501,0.97508
0.17507,0.97508
0.17514,0.97508
0.17521,0.97508
0.17528,0.97508
0.17535,0.97508
0.17542,0.97508
0.17548,0.97508
0.17555,0.97508
0.17562,0.97508
0.17569,0.97508
0.17569,0.97591
0.17576,0.97591
0.17582,0.97591
0.17589,0.97591
0.17596,0.97591
0.17603,0.97591
0.17610,0.97591
0.17617,0.97591
0.17623,0.97591
0.17630,0.97591
0.17637,0.97591
0.17644,0.97591
0.17651,0.97591
0.17657,0.97591
0.17664,0.97591
0.17671,0.97591
0.17678,0.97591
0.17685,0.97591
0.17692,0.97591
0.17698,0.97591
0.17705,0.97591
0.17712,0.97591
0.17719,0.97591
0.17726,0.97591
0.17732,0.97591
0.17739,0.97591
0.17746,0.97591
0.17753,0.97591
0.17760,0.97591
0.17767,0.97591
0.17773,0.97591
0.17780,0.97591
0.17787,0.97591
0.17794,0.97591
0.17801,0.97591
0.17807,0.97591
0.17814,0.97591
0.17821,0.97591
0.17828,0.97591
0.17835,0.97591
0.17842,0.97591
0.17848,0.97591
0.17855,0.97591
0.17862,0.97591
0.17869,0.97591
0.17876,0.97591
0.17882,0.97591
0.17889,0.97591
0.17896,0.97591
0.17903,0.97591
0.17910,0.97591
0.17917,0.97591
0.17923,0.97591
0.17930,0.97591
0.17937,0.97591
0.17944,0.97591
0.17951,0.97591
0.17957,0.97591
0.17964,0.97591
0.17971,0.97591
0.17978,0.97591
0.17985,0.97591
0.17992,0.97591
0.17998,0.97591
0.18005,0.97591
0.18012,0.97591
0.18019,0.97591
0.18026,0.97591
0.18032,0.97591
0.18039,0.97591
0.18046,0.97591
0.18053,0.97591
0.18060,0.97591
0.18067,0.97591
0.18073,0.97591
0.18080,0.97591
0.18087,0.97591
0.18094,0.97591
0.18101,0.97591
0.18107,0.97591
0.18114,0.97591
0.18121,0.97591
0.18128,0.97591
0.18135,0.97591
0.18142,0.97591
0.18148,0.97591
0.18155,0.97591
0.18162,0.97591
0.18169,0.97591
0.18176,0.97591
0.18182,0.97591
0.18189,0.97591
0.18196,0.97591
0.18203,0.97591
0.18210,0.97591
0.18217,0.97591
0.18223,0.97591
0.18230,0.97591
0.18237,0.97591
0.18244,0.97591
0.18251,0.97591
0.18257,0.97591
0.18264,0.97591
0.18271,0.97591
0.18278,0.97591
0.18285,0.97591
0.18292,0.97591
0.18298,0.97591
0.18305,0.97591
0.18312,0.97591
0.18319,0.97591
0.18326,0.97591
0.18332,0.97591
0.18339,0.97591
0.18346,0.97591
0.18353,0.97591
0.18360,0.97591
0.18367,0.97591
0.18373,0.97591
0.18380,0.97591
0.18387,0.97591
0.18394,0.97591
0.18401,0.97591
0.18407,0.97591
0.18414,0.97591
0.18421,0.97591
0.18428,0.97591
0.18435,0.97591
0.18442,0.97591
0.18448,0.97591
0.18455,0.97591
0.18462,0.97591
0.18469,0.97591
0.18476,0.97591
0.18482,0.97591
0.18489,0.97591
0.18496,0.97591
0.18503,0.97591
0.18510,0.97591
0.18516,0.97591
0.18523,0.97591
0.18530,0.97591
0.18537,0.97591
0.18544,0.97591
0.18551,0.97591
0.18557,0.97591
0.18564,0.97591
0.18571,0.97591
0.18578,0.97591
0.18585,0.97591
0.18591,0.97591
0.18598,0.97591
0.18605,0.97591
0.18612,0.97591
0.18619,0.97591
0.18626,0.97591
0.18632,0.97591
0.18639,0.97591
0.18646,0.97591
0.18653,0.97591
0.18660,0.97591
0.18666,0.97591
0.18673,0.97591
0.18680,0.97591
0.18687,0.97591
0.18694,0.97591
0.18701,0.97591
0.18707,0.97591
0.18714,0.97591
0.18721,0.97591
0.18728,0.97591
0.18735,0.97591
0.18741,0.97591
0.18748,0.97591
0.18755,0.97591
0.18762,0.97591
0.18769,0.97591
0.18776,0.97591
0.18782,0.97591
0.18789,0.97591
0.18796,0.97591
0.18803,0.97591
0.18810,0.97591
0.18816,0.97591
0.18823,0.97591
0.18830,0.97591
0.18837,0.97591
0.18844,0.97591
0.18851,0.97591
0.18857,0.97591
0.18864,0.97591
0.18871,0.97591
0.18878,0.97591
0.18885,0.97591
0.18891,0.97591
0.18898,0.97591
0.18905,0.97591
0.18912,0.97591
0.18919,0.97591
0.18926,0.97591
0.18932,0.97591
0.18939,0.97591
0.18946,0.97591
0.18953,0.97591
0.18960,0.97591
0.18966,0.97591
0.18973,0.97591
0.18980,0.97591
0.18987,0.97591
0.18994,0.97591
0.19001,0.97591
0.19007,0.97591
0.19014,0.97591
0.19021,0.97591
0.19028,0.97591
0.19035,0.97591
0.19041,0.97591
0.19048,0.97591
0.19055,0.97591
0.19062,0.97591
0.19069,0.97591
0.19076,0.97591
0.19082,0.97591
0.19089,0.97591
0.19096,0.97591
0.19103,0.97591
0.19110,0.97591
0.19116,0.97591
0.19123,0.97591
0.19130,0.97591
0.19137,0.97591
0.19144,0.97591
0.19151,0.97591
0.19157,0.97591
0.19164,0.97591
0.19171,0.97591
0.19178,0.97591
0.19185,0.97591
0.19191,0.97591
0.19198,0.97591
0.19205,0.97591
0.19212,0.97591
0.19219,0.97591
0.19226,0.97591
0.19232,0.97591
0.19239,0.97591
0.19246,0.97591
0.19253,0.97591
0.19260,0.97591
0.19266,0.97591
0.19273,0.97591
0.19280,0.97591
0.19287,0.97591
0.19294,0.97591
0.19301,0.97591
0.19307,0.97591
0.19314,0.97591
0.19321,0.97591
0.19328,0.97591
0.19335,0.97591
0.19341,0.97591
0.19348,0.97591
0.19355,0.97591
0.19362,0.97591
0.19369,0.97591
0.19376,0.97591
0.19382,0.97591
0.19389,0.97591
0.19396,0.97591
0.19403,0.97591
0.19410,0.97591
0.19416,0.97591
0.19423,0.97591
0.19430,0.97591
0.19437,0.97591
0.19444,0.97591
0.19451,0.97591
0.19457,0.97591
0.19464,0.97591
0.19471,0.97591
0.19478,0.97591
0.19485,0.97591
0.19491,0.97591
0.19498,0.97591
0.19505,0.97591
0.19512,0.97591
0.19519,0.97591
0.19525,0.97591
0.19532,0.97591
0.19539,0.97591
0.19546,0.97591
0.19553,0.97591
0.19560,0.97591
0.19566,0.97591
0.19573,0.97591
0.19580,0.97591
0.19587,0.97591
0.19594,0.97591
0.19600,0.97591
0.19607,0.97591
0.19614,0.97591
0.19621,0.97591
0.19628,0.97591
0.19635,0.97591
0.19641,0.97591
0.19648,0.97591
0.19655,0.97591
0.19662,0.97591
0.19669,0.97591
0.19675,0.97591
0.19682,0.97591
0.19689,0.97591
0.19696,0.97591
0.19703,0.97591
0.19710,0.97591
0.19716,0.97591
0.19723,0.97591
0.19730,0.97591
0.19737,0.97591
0.19744,0.97591
0.19750,0.97591
0.19757,0.97591
0.19764,0.97591
0.19771,0.97591
0.19778,0.97591
0.19785,0.97591
0.19791,0.97591
0.19798,0.97591
0.19805,0.97591
0.19812,0.97591
0.19819,0.97591
0.19825,0.97591
0.19832,0.97591
0.19839,0.97591
0.19846,0.97591
0.19853,0.97591
0.19860,0.97591
0.19866,0.97591
0.19873,0.97591
0.19880,0.97591
0.19887,0.97591
0.19894,0.97591
0.19900,0.97591
0.19907,0.97591
0.19914,0.97591
0.19921,0.97591
0.19928,0.97591
0.19935,0.97591
0.19941,0.97591
0.19948,0.97591
0.19955,0.97591
0.19962,0.97591
0.19969,0.97591
0.19975,0.97591
0.19982,0.97591
0.19989,0.97591
0.19996,0.97591
0.20003,0.97591
0.20010,0.97591
0.20016,0.97591
0.20023,0.97591
0.20030,0.97591
0.20037,0.97591
0.20044,0.97591
0.20050,0.97591
0.20057,0.97591
0.20064,0.97591
0.20071,0.97591
0.20078,0.97591
0.20085,0.97591
0.20091,0.97591
0.20098,0.97591
0.20105,0.97591
0.20112,0.97591
0.20119,0.97591
0.20125,0.97591
0.20132,0.97591
0.20139,0.97591
0.20146,0.97591
0.20153,0.97591
0.20160,0.97591
0.20166,0.97591
0.20173,0.97591
0.20180,0.97591
0.20187,0.97591
0.20194,0.97591
0.20200,0.97591
0.20207,0.97591
0.20214,0.97591
0.20221,0.97591
0.20228,0.97591
0.20235,0.97591
0.20241,0.97591
0.20248,0.97591
0.20255,0.97591
0.20262,0.97591
0.20269,0.97591
0.20275,0.97591
0.20282,0.97591
0.20289,0.97591
0.20296,0.97591
0.20303,0.97591
0.20310,0.97591
0.20316,0.97591
0.20323,0.97591
0.20330,0.97591
0.20337,0.97591
0.20344,0.97591
0.20350,0.97591
0.20357,0.97591
0.20364,0.97591
0.20371,0.97591
0.20378,0.97591
0.20385,0.97591
0.20391,0.97591
0.20398,0.97591
0.20405,0.97591
0.20412,0.97591
0.20419,0.97591
0.20425,0.97591
0.20432,0.97591
0.20439,0.97591
0.20446,0.97591
0.20453,0.97591
0.20460,0.97591
0.20466,0.97591
0.20473,0.97591
0.20480,0.97591
0.20487,0.97591
0.20494,0.97591
0.20500,0.97591
0.20507,0.97591
0.20514,0.97591
0.20521,0.97591
0.20528,0.97591
0.20534,0.97591
0.20541,0.97591
0.20548,0.97591
0.20555,0.97591
0.20562,0.97591
0.20569,0.97591
0.20575,0.97591
0.20582,0.97591
0.20589,0.97591
0.20596,0.97591
